Venue,Sentiment,Text
the boness kinneil railway boness,positive,"There is a car park at the station with plenty of space. Be warned - Bo'ness is quite a hilly place and the road we took that lead to the station from the bus stop was extremely steep.  If you're thinking of travelling to the Bo'ness end of the railway via public transport, before visiting I'd recommend researching local buses/taxi firms if you're a wheelchar user, or would struggle with steep inclines. The station had a large car park with about 8 disabled bays next to the ramp that takes you into the station building.  There was a lot of disabled parking spaces.  There was really good access to disabled toilets which were easy to find and clean. There was plenty of disabled parking."
the bonham hotel edinburgh,positive, If you have a disabled blue badge then you can park on the single yellow line outside the hotel.  Alternatively there is a small carpark behind the hotel which has one disabled space. The accessible toilet is on the ground floor. It is  large  so there is plenty of room to manoeuvre a wheelchair and have a carer in with you. There is also an  emergency red cord.
the bonnie badger gullane,negative,"It is on the main street.  No parking outside.  We found parking.  Going East towards Edinburgh, turn first right, first right again and there is plenty of parking.  It is about 300 metres along a quiet footpath."
the bonnie badger gullane,positive,Good quality fittings as you'd expect from an establishment of this type. We drove to the Bonnie Badgers and parked on a nearby side street.  There is a bus stop just outside the hotel but there is no train station in Gullane.  There is a disabled toilet on the ground floor. It is spacious and has an emergency red card cord.
the book warehouse london,negative,There are no step-free stations nearby but several bus routes serve the area. I wouldn't dream of trying to park anywhere nearby.
the booking office edinburgh,negative,No immediate parking or public transport to Waverley Bridge but that's down to geography. If you're self propelling or being pushed by a carer you'll need to be able to negotiate a steep incline from/to Princes Street. Perhaps a better option is to park in Jeffrey Street or Market Street. There is no parking available but as it is situated on Waverley Bridge it easy to access from any bus going to Princes Street or train going to Waverley. We used a taxicab to get to the venue. No disabled parking but a prime location for Princes street public transport.
the booking office edinburgh,positive,"Thumbs up as per the earlier reviews and photos. Only minor quibble as previously mentioned was poor location of toilet roll holder. If they can fix this it'll be perfect. The Changing Places toilet is easier to find than the Male / Female toilets downstairs. It is brand new with plenty of room, height adjustable plinth, hoist with loop attachments and toilet with handrails. On street city centre parking is never too easy,  but opposite 100 bus terminus and very close to Prince's Street buses so easy from that point of view. Easily the most roomy disabled toilet in existence.  6 power chairs could do a formation dancing routine inside! Very spacious room. Closmat height adjustable sink and changing table. Ceiling track hoist. Have docked 0.5 because the toilet roll dispenser is typically badly placed.....far away and low!"
the boot room sports cafe   anfield liverpool,negative,There is only one accessible toilet it is located next to the ladies and gents and is off to the left next to the bar area. The Wheelchair toilet is also the baby change area the toilet has grip rails on both sides and it is a bit tight and there is no room for a care giver.  
the boot room sports cafe   anfield liverpool,positive,There is parking available at the ground and in the streets around the stadium its self so you should not have to far to go. There is also a Taxi Rank just out side the gates of the stadium and a local tour bus that runs from the Albert Dock area stops just out side the gates a number of local buses also stop next to or near the stadium 
the botanist leeds,negative,"On the small side, and lacking a full changing station."
the botanist sheffield,positive,"We parked very close, in the disabled spaces attached to the City Hall. It was great to be so close, but scowly faces at Sheffield City Council, who are messing with all the roads in the city centre, making actually getting to the City Hall quite a feat at the moment. "
the bothy bar pitlochry,negative,Accessible toilets were adequate with enough space when inside. A larger powered wheelchair may have some difficulty though.
the bothy bar pitlochry,positive,"Rail - The unmanned train station that serves this little village is only 2 minute walk away although I am unsure if this is wheelchair accessible. Bus - there is a bus stop directly opposite the hotel that serves the village but unsure of the type of service provided. Car -  good amount of car park space directly outside the hotel.  The surface is lose gravel, although quite easy go on wit a wheelchair. It is a little uneven if ambulant."
the bothy bistro burghead,negative,"The ladies toilet was also the wheelchair accessible toilet.  The toilet itself was clean, spacious and had wall bars etc. but a powerchair would be unable to to access it without moving highchairs etc. which were stored behind the door as they obviously have a problem with storage.  The staff offered to move the highchairs for me to get in.   "
the bothy bistro burghead,positive,Parking outside on the street but no disabled parking at the actual venue that I was aware of but there is a lowered kerb and it was easy to park.  There is also a car park nearby.
the bothy restaurant perth,positive,"Plenty of council car parks nearby that blue badge holders are able to park in for free. There is also some on street parking however, there were road works when I was there. Train station is nearby and bus stops around the city centre. I’m not from Perth so don’t know which ones exactly.  Disabled toilet is an okay size however, too many things around toilet which would mean some people may struggle to transfer. These things could be moved though, apart from the sink. See photo below.   I hung an emergency red cord card.  Didn't go by car but there are spaces fairly close by.  There is a multi storey car park but this isn't free for blue badge holders.  There is some on street parking close 250 yards away.   It is right next to most of the local bus services. I didn't use the toilet but there is one available and is on the level floor."
the bowes museum barnard castle,positive,"Disabled parking is at the rear of the premises. Local taxis serve the area but there is no railway station at Barnard Castle, the nearest main line station is Darlington 20 miles away.  I do not know any details of any bus  service to the Museum but buses do go to Barnard Castle from Darlington. and one could get a taxi to the Museum from the town centre. I drove from Darlington which was an easy journey of about 20 miles. Brilliant Toilets on Ground and upper floor.  Easy access and roomy, but most important spotlessly clean! They were well fitted with Grab rails and there was space for a carer. There is one disabled toilet at the side beside stores and the kitchen. It is raised loo and has grab bars and a 'paperclip'. It is big enough for a wheelchair."
the brandon works motherwell,negative,"Quite difficult to find, lack of signage. RADAR key required. There was only enough room for me in my powerchair which was okay as I can transfer independently but I still felt it cosy. Red cord hanging to the floor which is fab. Sink has space to roll under. There were two bins against the wall that made it look more cluttered ( Accessible toilet is also a baby change)"
the brandon works motherwell,positive,"Car parking is behind the venue, buses pass nearby and taxis can also stop nearby. It is level access from these drop off points into the venue."
the bricklayers arms shamley green,negative,"The bus stops in the village but not right outside. You really need to drive here. It's a shame there are no disabled spaces in the car park (the spaces are tightly packed, so whilst we've rarely been unable to park it's difficult to open the door as wide as I'd like).  There's a ramp from the car park to pub level then a short path to the rear door."
the bricklayers arms shamley green,positive,"Lovely -if a bit jaded- loo.  All necessary grab rails and alarm cord. Nice wide doorway, clearly labelled, plenty of room to turn a chair inside."
the brickyard nottingham,positive,"Well it's on a main bus route and just over the road are 2 free to park car parks, normally 2hrs free but in the evenings it's just free to use."
the bridal dressing rooms portsmouth,positive,"Plenty of on street parking, and car parks "
the brighton hotel brighton,negative,There is NO wheelchair toilet in Reception just a wheelchair wetroom indside room
the brighton hotel brighton,positive,"The Parking is first come first serve, but we parked outside the front doors of Hotel overlooking the Sea easily but there is a charge of £18"
the bristol hippodrome bristol,negative,No parking for the venue but the side street has on street parking for blue badge holders so it is fairly easy to find a spot It’s not a bad toilet. But there’s only one and everyone uses it regardless of it being a disabled toilet. 
the bristol hippodrome bristol,positive,"No hoist, standard disabled loo but you'll have to fight the healthies for the loo at break time as they don't want to wait for the normal toilets On bus routes. Free on street parking for blue badge holders or a multi story very near for everyone else. "
the british library london,positive,"The British Library is on Euston Road next door next door to St Pancras Station and close to King's Cross and Euston Stations. There are also a number of bus routes that stop outside the library. I travelled on public transport. There are disabled accessible doors on all floors, with power assisted doors for easy opening. Some of them are located inside the main toilet blocks and others are separately located. They are clearly sign posted. Toilets have emergency alarms and grab rails. On two separate occasions when I visited the emergency cord was not reaching the floor, I reported it to staff, and on my most recent visit the cord touched the floor. The toilets are usually very clean but on my last occasion one of the disabled toilets had a very wet floor. I reported this to a member of staff and they immediately got on the phone to their cleaning department.  There was a gentleman using it he carried his computer out with him. He was young and not all disabilities are visable so I shall give him the benefit of the doubt. It was clean. Easy to use. Very set up for the mobile disabled but no changing table for more disabled folk.  The British Library is on Euston Road next door next door to St Pancras Station and close to King's Cross and Euston Stations. Nearby is King's Cross tube station which is step free. Euston tube station is not step free and Euston Square tube station is only step free west bound. There are also a number of bus routes that stop outside the library. I travelled by bus. There is a bus stop directly outside and one the opposite side of the street. I used the accessible toilet on the first floor which has power assisted doors. The toilet was spacious and with grab rails. There was an emergency cord but it was clipped onto one of the grab rails so I unhooked it. The toilet was very clean and tidy.  Please note there is a Changing Places toilet at King's Cross Railway Station about 3-5 minutes walk way."
the broomhouse centre edinburgh,positive,"Parking is available in the adjacent streets. Bus services pass along the nearby main road (150m). There is an accessible loo and it is fairly large with the expected features. Spotlessly clean, grab rails, and bright and light. Not immediately obvious as regards location but staff will show you if you ask."
the brunch club liverpool,positive,"Nearest bus station 3 or 4 minutes walk and plenty of on street parking. Didn't use any transport as staying nearby , but think it wouldn't be a problem at all spacious and clean disabled toilet"
the bull hotel fairford,negative,"Only one designated disabled parking space which was occupied when we were there. This is just because of location, as all the parking is limited, but worth knowing.  Unsure about public transport but I suspect it is limited, based on location."
the bungo bar kitchen glasgow,negative,"There is parking outside the venue but this is perpendicular to the pavement which can cause problems to people who need plenty of room to enter/exit the car. There are bus stops on the main road not far from the entrance. The accessible toilet is large enough to turn your wheelchair. As you may or may not be able to see from my poor picture the flush is on the side nearest the wall, it's a bit of a pet hate of mine but on the whole a nice clean toilet. There are grab rails if you need.  "
the butchers arms pub oxford,negative,Streets around are narrow and not the easiest. You can park in a resident's only bay if you have a blue badge. Buses to Headington are regular and accessible but the pub is in a residential area off the main road.
the cafe at ridgeway newport,negative,"No parking, but you can park on the road right outside. There is a large disabled toilet, but only 1 toilet for everyone."
the cafe at st marys lichfield,negative,The only thing is that the corridor in the toilets wouldn’t be wide enough for wheelchairs and equipment that we may need to use because the corridor was very narrow. Non wheelchair users will be ok to get down and around the corridor.
the caledonian inverness,positive,See above
the caley picture house edinburgh,negative,"There are some disabled parking spaces in the streets behind and the nearest bus stops at the bottom of Lothian Road are close by. Space for a career, grab rails and easily found from the one floor of this venue which is accessible (that's if the lift is working) Not aware of any nearby parking.On Lothian Buses, the venue can be accessed easily by buses: 11, 36, 16, 47, 10, 34. X15, 124, 24, X5, 15."
the caley picture house edinburgh,positive,Accessible toilet is on floor 1 and opened by a RADAR KEY. Staff members are very helpful and more than happy to help with opening doors when you ask for a key. The loo has handrails on each side and a red cord that touches the floor. 
the caley sample room edinburgh,negative,"It's on a fairly busy road, however there are other residential side streets that you might be able to find a spot. I am very confused, they have 2 male toilets, one on the same wall as the bar and the other next to the female toilets, however no disabled toilets! Why the men need 2 but wheelchair user have none is beyond me. Also within the regular toilets they are very tight, no way a wheelchair user could make it in."
the caley sample room edinburgh,positive,I came by bus and the venue is only a few metres from the bus stop. There is a wonky drop kerb but I bumped up this with ease in my powerchair. No key needed to enter. These are very clean and spacious. No Red Cord though.
the canmore house bar restaurant dunfermline,positive,"There are ample public car parks within a 5 min walk to Canmore House, not having used public transport to get to the restaurant I am not 1005 sure of where exactly the bus stops are but I can say they are 10 mins from the Centre of Dunfermline high street walking and about the same from Dunfermline town train station although you may want to get a taxi from the train station and I am sure that buses will pass on the street in front of Canmore house, it is 3 mins away from the Alhambra theatre "
the capital asset perth,negative,Car parks and on street parking fairly close by.  Is on a bus route.  Did not use transport on this occasion. Had to park on the street It was easy to find.  It was big enough to use comfortably.
the capital asset perth,positive,"Parking is available outside the pub on Tay Street and it is very close to all bus routes I. Perth  There is an excellent, spacious accessible toilet on the ground floor that is accessible with a radar key  Uses radar key.  Good size and everything that should be there is. Staff hold a radar key."
the captain alexander liverpool,positive,"No parking at this venue but Opposite James St Train station and Taxi Rank, Bus stop nearby and Q-park a 5 mins walk away Operated by Radar Key. Very clean and spacious inside with automatic tap and powerful hand dryer, sign on the outside window advertising there was an accessible toilet"
the captain james lang dumbarton,positive,"The pub is in the town centre and, as stated above, does not have its own car park but there is blue badge parking fairly close. There are two on-street spaces about 30 yards away. Sadly these are not well monitored and are often used by people who clearly think 'I'll just be 5 minutes' - and they are - but as soon as they have left another person drives up and does the same.   A better option is the car park alongside the river behind the pub. There are quite a number of blue badge spaces here and level access for a wheelchair from there to the pub. The pub's outdoor space is on this street but you can only get to it from the inside of the pub, so it's not a handy shortcut. The toilet has a RADAR key and of course the staff will provide one if necessary. It is probably a good idea to keep it locked as the other toilets are up a lot of stairs - almost a double flight - so people would be tempted to use the accessible toilet.  It is roomy enough for a wheelchair user and assistant. There are grips on both sides. The red cord hangs to the floor. It is very close to one of the grips and once my relative pulled it by accident. A member of staff appeared promptly - very reassuring."
the cardiff story cardiff,negative,"City centre venue in pedestrian area, so no parking available but lots of disabled spaces nearby in St Davids shopping centre.(approx 500m, charge). Big accessible loo via giant lift to basement, let down by fact door cannot be opened from inside by independent wheelchair user and flush out of reach from chair. "
the castle centre london,positive,"There are 4 disabled parking bays, there is currently no signage but it's on it's way! These will be Blue Badge parking spaces. The car park and drop off point is right outside the entrance. The nearest station is Elephant and Castle (Northern and Bakerloo line). There are multiple bus stops dotted around the Elephant and Castle area. The closest bus stop is about half a minute away.  There are accessible toilets on every floor and they are very well signed and easy to find  and also have 2 Changing Places toilets. 1 in the dry change and 1 in the wet change. There are also Baby changing facilities"
the castle hotel lincoln,positive,"Parked DIRECTLY outside the door of the accessible room. In wet room.  Personally, I would have preferred grab rails on either side of the toilet, but understand that may not be convenient for wheelchair users."
the castle tooting london,negative,"Tooting Broadway is the nearest tube station but it doesn't have any step-free access. The nearest station with any sort of step-free access is Balham, 1.3 miles away, and this station is step-free only for National Rail, not for Tube. Lots of buses serve the area around the pub and can drop you off nearby.   There is an accessible toilet, with RADAR lock. Staff behind the bar have the key, but had mislaid it when I was there. Luckily the door was open anyway. I was VERY dismayed to find that the rubbish bin had been placed in the wheelchair transfer area, blocking access to this essential space which should be kept clear at all times. Worse still, the red emergency cord had been tucked BEHIND the rubbish bin, so it's totally out of reach. This is very thoughtless, dangerous and silly. This cord must be easily accessible, hanging freely all the way to the floor, so that it can be reached by anyone who falls over, for example in the often perilous transfer from wheelchair to toilet and back. If I had fallen over and injured myself, I would not have been able to summon assistance. "
the catch at fins restaurant largs,positive,"You need to drive to get there, there is a fair amount of parking, no labelled disabled spaces (I think not anyway) but there's room to operate hoists etc There is a spacious gravel car park with some undercover parking also available in an open barn, and also round the back of the restaurant."
the cathedral of the isles isle of cumbrae,positive,There are parking spaces in the grounds of the cathedral we drove as we took our car on the ferry
the cavern club liverpool,negative,We drive to the venue in a wheelchair accessible car. The was no obvious place to park so we had to park on a street nearby and  walk a relatively short distance . It was not easy to find a space to park even with a blue badge.
the caves edinburgh,negative,"Bit out of the way from main bus route, about a 5 minute walk from the bridges. "
the caves edinburgh,positive,On street parking is plentiful. There are buses nearby however some of the hills can be tricky to negotiate in a wheelchair. There is a fully operational disabled toilet however it is right next to the main entrance so can be a bit difficult to manoeuvre amongst the loiterers. Photograph is included!
the central hotel donegal,negative,no disabled parking bus stop just outside  never found one
the centre livingston,negative,"The Centre is a bit off the beaten track but there is a lovely big car park with plenty of disabled bays, and public transport is also good (bus/Dial-a-bus &  Handicabs)."
the centre livingston,positive,"At the shopping center, there is disables parking bays to make the shops more accessible for blue badge holders. Livingston North train station is a ten-minute drive from Livingston shopping center which is accessible by wheelchair as it has ramps.  This shopping center has a number of spacious disables toilets available which were clean. Exceptional; easy to find, easy to use, decent size and clean."
the ceramic cafe dunfermline,negative,"No disabled parking, not on a public transport route, fair walk to nearest bus stop. Narrow paths. No lowered kerbs for access from car park to path Disabled toilet was very small, barley enough room for a wheelchair never mind space for my carer, extremely difficult to manouever chair to get in or out of the toilet."
the chalet dunbar,positive,"The parking is a large hard standing surface and there is a good ramp up to the front door no problems with access The disabled bathroom was well kitted out with tracking hoist a closomat toilet and spacious shower with shower chair. All the rooms were clean and tidy The Parking was great. We require hard standing due to having a tail lift. There was plenty of room . The toilet facilities were good. We used our own toilet/shower chair this did not go over the toilet( used commode pan,but this is usually what we need to do). But access was good. The parking is near the ramp to get into the chalet There is a bathroom with facilities for disables as you can see on their website. There is also a shower chair. There is space for a carer. Set in the countryside this is somewhere that really requires you to have your own transport. That said, you could come by train and then get taxi out to the farm if you wanted to. The reason I wanted to award five stars is because the parking has been considered in that it is a hard finished surface big enough for four vehicles and is immediately next to the Chalet. No trekking over gravel or heading along paths or obstacle courses to get to the door. If you want to take up the challenge and explore the farm you can easily drive from one part to another. The Chalet and the farm are only a short distance off the main A1 road so you are well placed for getting to the local sights and attractions, as well as popping to the supermarket for the essentials. The wet room was spacious, bright and well appointed. A Closomat toilet was an unexpected bonus. Alarm cords had been installed in the wet room, and bedroom, and gave reassurance that you could summon help if needed. The fixtures, fittings and colours used in the wet room were all modern and stylish without any hint of clinical or medical. If I'm honest - I was a tad jealous as I'd love a wet room like that at home! The parking space was very good and long enough for us to get the ramp out onto even ground from the van and get the young lady out safely "
the chalet tearooms restaurant keswick,positive,There is one larger than average accessible loo with grab rails and plenty of space to manoeuvre a wheelchair and space for a carer.  The toilet was very clean and tidy.
the chanter edinburgh,negative,"The toilets are past the bar. The accessible toilet door is extremely stiff so you may need help with that. Inside is accessible although quite snug. There is a red cord, however this does not reach the floor."
the chanter edinburgh,positive,"Taxi can drop off right outside on Bread Street. Bus stops on Lothian Road. Fine - plenty of space. Bit manky but it was an Edinburgh city centre pub on a Saturday night!  Had to laugh when the drunk guys coming out of the gents next door to the accessible loo gallantly held open the door of the gents for me, and I had to indicate that, as a woman, I wasn't actually going in there! The Chanter is just off Lothian Road which has a number of bus links. Parking is close by. There is no real parking on Bread Street but there is parking on surrounding street. Nearby Lothian road is serviced by many Edinburgh bus routes.  The accessible loo is to the left of the bar on the right. The loo is well equipped but it is a bit on the small side for those with larger wheel chairs.  Lots of good public transport options given proximity to Lothian Road (loads of buses) and the tram stops at the bottom of Lothian Road.  Parking is limited and best bet is to park on a single yellow line across the road if you have a blue badge. we parked on Grindlay Street.  There is an accessible loo but we didnt use it so cant really comment."
the charlecote pheasant hotel stratford upon avon,negative,"Enough bays for general parking, disabled bays may be for those using disabled chalets, but all reasonable close to hotel entrance. There are no disabled toilets in main hotel areas, just poor public toilets, with concerns. The disabled chalets do have disabled toilets, with walk in facilities, but very basic."
the charter market salisbury,positive,Central accessible toilet 
the charterhouse london,positive,"The nearest tube to Charterhouse is Barbican (which has stairs) or Farringdon (which is steps free). It is then a 5 minute walk to Charterhouse Square. There are cobblestones in the square. On entering the museum there are three sets of toilets. Very impressed. One for wheelchair users, which is spacious with grab rails and emergency cord. One with a sign on the door with a person with sticks, which has grab rails but no emergency cord. Another toilet door which I didn't check out. Forgot to check when I was in the Thackeray Café whether they had any toilets, accessible or otherwise."
the chartroom restaurant inverkip,negative, We drove to the restaurant and parked in the carpark (see photo).
the chartroom restaurant inverkip,positive,Wheelchair accessible but no emergency red cord. See photo.
the chelsea drugstore dublin 2,positive,"It's on George's Street in city centre, so not much parking but lots of transport options The bar is attached to the Market Bar, so you go through a door in the back of the bar to access their fully accessible bathroom which has handrails, lots of space, and even a low down mirror. The accessible bathroom also has baby changing facilities"
the chequers potterhanworth,negative,See above
the chinese manor house edinburgh,negative,"There is a car park, but the it is small & tight without a designated disabled space. A reasonable size for a person who can stand but tight to point of being un-usable if on wheels. "
the chop house edinburgh,negative,One accessible toilet available. Bizarrely there is no handle to open the door from the outside! High-chairs are stored in toilet which makes manoeuvring difficult. Plenty grab rails. No emergency cord. Easy to lock/open door handle once inside.
the chop house edinburgh,positive,Plenty on–street parking available on and around Constitution Street. There is lots of on street parking nearby.
the church at the old manse lanark,positive,First class - and plenty of them. 
the cider barn leominster,positive,"Easy to find, plenty of space, clean and space for carer."
the cilwendeg shell house hermitage boncath,negative,Car park was small and fubctional. No disabled places but to be honest I have never seen another car there. 
the city of london police museum london,positive,"The nearest tubes stations are Bank, which has some disabled access, and St Paul's, which isn't steps free. I travelled by bus and there are a number of bus routes that stop nearby and then it's a 5 minutes walk. On my return visit in October 2018 I was pleased to find that an accessible toilet has been recently installed in the basement, which is accessible by lift or stairs. The toilet is spacious, with grab rails and emergency cord. Previously staff have had to escort me to another part of the building to use the facilities. Really helpful improvement."
the cliff hotel spa cardigan,negative,There are no dedicated parking bays for disabled visitors.
the cliff hotel spa cardigan,positive,"This is where they excel. The disabled toilet is excellent. A large and spacious room, with grab handles and plenty of space to even manoeuvre my powered wheelchair. Every time I’ve visited it’s been clean. "
the cliffs hotel blackpool,negative,Car
the cliffs hotel blackpool,positive,"Yes, good."
the climbing hangar sheffield,positive,"There are two disabled spaces right next to the door. I’ve never had a problem grabbing one at any time of day.  If you don’t have a blue badge, there are about 4 spaces near the door and a bigger car park just over the road, all on the flat. Woohoo! Huge room, door is light and not weighted to shut on you. It’s also a wet room with a shower chair. Emergency cord is always free. Clean. Excellent."
the clipper restaurant poole,positive,Parking in the Multi-storey is fairly good for disabled drivers/passengers. Spaces are monitored and offenders are ticketed.
the clock tower cakery restaurant sidmouth,positive,"Sidmouth doesn't have a railway station. The 9 or 9A bus from Exeter takes about 35 - 45 minutes and stops at the Sidmouth Triangle. There are other local bus services that go to Sidmouth. In the summer season the Sidmouth Hopper Bus stops at various points of interest in the town, it is step free and has a space for a wheelchair user. From the Sidmouth Triangle, where most of the buses stop, it only takes a couple of minutes to the step free entrance of Connaught Gardens.   I'm not sure if there is a toilet accessible or not in the restaurant. However in the gardens there is a disabled toilet which requires a radar key."
the cluny 2 newcastle upon tyne,negative,"Buses dont run that close to the venue and it is located on a very steep bank, so could be difficult for some people to reach. Parking is limited and I did not see any disabled parking, although there may be some that I just did not pass or was full. A lot of the parking is on steep banks, we parked on Lime street. Buses do run from Newcastle city centre to about half a mile away the numbers 12, 39, 40,  62 - you need to get off the bus at the stop before the Tanners arms. It is supposedly a 7 minute walk according to google maps."
the co operative food carnoustie,positive,There is a car park with many disabled parking spaces.
the co operative food derby,negative,No public transport access. Three marked disabled bays outside. There was tactile pavement in car park. 
the co operative food edinburgh,negative,There is a bus stop opposite coming from Princes Street and a bus stop heading to Princes street about 100 metres up the road.   There is a carpark around the back of the supermarket with disabled parking bays and a sloped entrance that takes you up the side of the building. It might be quite tight for some wheelchair users and has a fairly steep incline for a manual wheelchair user.
the co operative food edinburgh,positive,On street parking or dedicated disabled bays by the nearby library.
the co operative food swindon,positive,I got a bus to here which stops directly across the road near a crossing. There is a stop for buses in the opposite direction just outside the store. They have a car park with designated disabled parking bays.
the coach house ford park ulverston,positive,"We travelled by car, there were no designated disabled spaces but parking was sufficient, carrying on from the main carpark there are several spaces opposite the old house, these are slightly nearer the cafe"
the cock inn headley,negative,"Now, I haven't used the toilets. However, I am reliably informed by staff that there is one - and I've no reason to doubt them. Given how accessible the rest of the establishment is, it would be a massive oversight for the toilet not to be a toilet - and for it not to be of a good standard. The pub was also renovated at quite considerable cost, approx. 18 months ago: http://www.getsurrey.co.uk/news/surrey-news/headley-hill-pub-revert-original-8675805"
the cock inn headley,positive,The disabled car parking is described as being 'in the top car park'' by the lift I referred to above. On my first visit this did take a while to find hence why I referred to the pub as being deceptive accessible.
the cock inn hotel sheering,positive,Easy parking and easy access into the bedrooms from the carpark. The toilet was easily accessible but the room only had a bath in the bathroom and no shower for disabled individuals.
the cocoabean chocolate factory twynholm,positive,No transport links to the factory but good blue badge parking next to the entrance.
the coffee club restaurant glasgow,positive,"Plenty of parking outside with a good number of disabled parking bays.  There is a bus stop located nearby but couldn't say how frequent the service was. One disabled toilet next to the doors through to the coffee shop. Looked clean and, most importantly, free of clutter!"
the coffee inn dublin,positive,Accessible large bathroom
the coffee pot aviemore,negative,"There is some parking around the rear of the building - but Aviemore is quite small and compact, so parking anywhere within the town can lead you swiftly to The Coffee Pot. "
the coffee pot aviemore,positive,"Nice and spacious, but no red emergency cord. There is a grab rail, however. Certainly enough space to fit a wheelchair in. "
the collection lincoln,positive,There is a Pay and display car park right outside the museum with 4 disabled parking spaces. The last time I went here the disabled spaces were all taken up so I had to park in a normal space. It would be useful if there were some more spaces. There are 2 disabled toilets. One accessible toilet is downstairs and can be accessed by the lift. There was a decent amount of room inside for my carer and I. Probably not enough for me to turn around but it was manageable.   The 2nd disabled toilet is in the orientation hall of the museum.
the colosseum rome,negative,"Best approached on foot (although 'unpredictable' public transport does run). I counted two in total - all well sign-posted and although I personally did not avail myself, I am informed they are both a decent size & well appointed."
the colosseum rome,positive,"We walked to the Colosseum, but later in the trip we began to use the metro and there is a very convenient stop immediately outside the entrance. There are some streets close to the Colosseum where you can find disabled parking. Buses and some trams also stop close to it. We used the buses to get there so don't have any experience of driving or parking in Rome. Buses were easily accessible for my partner, and staff were all very helpful."
the commissioners quay inn blyth,positive,There are a number of disabled parking bays near to the entry of the ‘Pub with rooms’.   It was good to find level access from the parking area to the pavement.
the commodore vintage inn helensburgh,positive,We arrived by train and this is a flat walk along from the station. I am sure there is ample parking but we didn't use it. The accessible loo is in the pub area and very easy to get to and to get in and out of. Disabled parking to front and rear. Bus from Glasgow terminal beside hotel. 1.5 miles from railway station. One wheelchair access loo in main bar/food area
the compass edinburgh,negative,"Good buses 12 and 16 and the bottom of Leith Walk is about a 4 minute walk. See picture The accessible toilet is in quite a tight corner of the restaurant and the door opens outward at an awkward angle. Wheelchair users may require some assistance getting into the room. Inside, the toilet is spacious, however there is no emergency red cord and the hand dryer is on the opposite wall from the sink which isn't ideal. It is clean and tidy however, and there are no oversized bins which is good."
the complete flooring co bristol,negative,Crown Glass Plaza has disabled parking in its car parks. The nearest is the Council owned parking approximately away near Waitrose on Link Rd. The nearest train station is Nailsea & Backwell which does not have disabled access.
the corinthian club glasgow,negative,It is in central Glasgow with all those restrictions you would respect with very limited on-street parking but with some local public transport including Queen Street station close by. Also no parking directly outside the main entrance means getting in and out of cabs made easier
the corner house frome,positive,Large car park at the rear.  No problems here
the cornerstone lancaster,positive,There is a divorced car park with lots of disabled spaces. It is on a bus route and located within the city centre. The hoist in the toilet was out of order due to a flat battery. This was flagged up to staff who responded positively.
the corryvreckan oban,negative,The nearest parking is some distance away back along the Pier itself. It is in this area that you will find links to public transport including bus and train
the cosy club bath,positive,"Clean and tidy accessible loo, easy to find and access."
the cosy club cardiff,negative,nearby multi-storeys
the cosy club cardiff,positive,St David's Car Park is very close. The accessible loo is very easy to find. There is a toddler-sized changing mat. quite roomy with grab rails Trains buses and public car parks all available.  Excellent dedicated disabled toilet Large accessible loo. A bit dark.
the cosy club leeds,positive,There is one disabled toilet and this is towards the back of the restaurant by the other toilets. The toilet had reasonable manoeuvrable space but you might struggle in a very large wheelchair. There were grab rails available. The disabled toilet was clean and tidy and checked regularly. The pull cord went to the floor. It was also the location for baby changing but there are no adult changing facilities available. 
the cottage loaf llandudno,negative,Parking on street.
the cottages at muston grange farm filey,positive,You can park outside the house but the paving is uneven and there is a small slope that is quite steep. There is a bus stop outside the park so you don't have to walk far to get a bus. The bathroom is very roomy with plenty of space for wheelchairs and carers. The shower is a walk in and has a chair. The toilet has grab rails around but is low.
the counter at the delaunay london,positive,"The nearest tube stations are Holborn, Covent Garden or Charing Cross. As it's located on the Aldwych there are several buses that stop directly outside of the café. I travelled on public transport. There is a large, disabled accessible toilet with grab rails and alarm. The nearest tube stations are Holborn, Covent Garden or Charing Cross. Unfortunately none of which are step free. The restaurant is on the Aldwych so there are many buses that stop directly outside or close to the restaurant.  There is a spacious, accessible toilet with grab rails and alarm. It was very clean and tidy when I used it. It smelt like it had recently been washed during our mid-afternoon visit."
the counter dublin,positive,"No accessible parking outside, near Trinity Luas stop Need to get staff member to show you as it's down past the kitchen. Sometimes require people to move as it's narrow down the back."
the counting house glasgow,negative,"Did not use the toilets but it was unclear as to where the disabled toilets are located, only signs for male and female which require you to go downstairs. Need to ask staff to find out. "
the counting house glasgow,positive,"We didnt park I got the train to Queen Street and walked down, 5 minutes maximum. Plenty of buses also pass the restaurant and parking is available at george square and surrounding areas.  There are bus stops all round George Square so public bus took me straight there."
the courtyard cafe at st johns lancaster,positive,Although we walked there are ample disabled car parking spaces close to the entrance. The bus stop is just outside and travels in both directions. The toilets were good - spacious and clean
the craighalbert centre dullatur,positive,"Parking is available on site.  The nearest railway connection is Croy Station and there are local accessible bus services. The accessible toilet I used was large, very well equipped, bright and light, and spotlessly clean."
the craven arms settle,positive,Giggleswick station is within relatively easy walking distance (across the road). It is unstaffed but step free. The West bound platform requires crossing the line on a barrow crossing. Level access from the station car park is via an unlit access road and as short stint along a mainish road with no pavement. There is a car park. Didn't notice any disabled parking. I didn't actually go in. From the outside it looks perfectly fine.
