Unnamed: 0,Venue Name,Text,Sentence Count,Sentences,Word Count,Review ID,Gold Aspect Labels,Gold Sentiment Labels
468160,Kantjil & De Tijger,"Really poor food. The bami goreng was a real disgusting joke. Dry and no taste. The 2min noodles cup you buy in Asian supermarket are even better. We didn’t finish any dishes. Fortunately, we were not sick. Only good point.",7,The bami goreng was a real disgusting joke.,8,496970,,
468213,Kantjil & De Tijger,A poor excuse for Indonesian. Way over priced. Nothing tasted fresh or vibrant. Everything was dry. Venue is good but very hot.  Service wasn't bad. Would tell people to avoid at all costs unfortunately.,7,A poor excuse for Indonesian.,5,147321,,
468285,Kantjil & De Tijger,Delicious Indonesian food in a bustling atmosphere. Our waiter was very good at explaining the menu and made our experience wonderful. Would return!,3,Delicious Indonesian food in a bustling atmosphere.,7,219915,,
468366,Kantjil & De Tijger,"Indonesian made tasteful for the international mouth. Some good, some not authentic. Service is great.",3,Indonesian made tasteful for the international mouth.,7,353438,,
468416,Kantjil & De Tijger,"I agree I thought the food was stunning, authentic, yummy, spicy, fresh etc. I would recommend this to anyone.",2,"I agree I thought the food was stunning, authentic, yummy, spicy, fresh etc.",17,319152,,
468522,Kantjil & De Tijger,"Great rijsttafel, beautifully presented. Would def recommend",2,"Great rijsttafel, beautifully presented.",5,300976,,
468887,Kantjil & De Tijger,Fast and quality service! Very nice discovery of Indonesian cuisine with varied and excellent hearty rijsttafels! Go there without hesitation but beware the reputation generates times of waiting before having a place …,3,Very nice discovery of Indonesian cuisine with varied and excellent hearty rijsttafels!,13,586215,,
468920,Kantjil & De Tijger,Not bad. Fairly good in terms of authentic Indian cuisine. Operation okay. Price quality okay …,4,Fairly good in terms of authentic Indian cuisine.,8,245058,,
469208,Arles,Excellent food and outstanding value.  I've visited Michelin Bib Gourmand restaurants in Amsterdam and Arles is either on-par or better in terms of quality and service.,2,Excellent food and outstanding value.,5,239879,,
469251,Arles," Enjoyed a delicious 4-course menu last Friday. Was really more than sufficient in terms of portions and the value for money was also good. Good atmosphere, definitely recommended! …",4,Was really more than sufficient in terms of portions and the value for money was also good.,17,595177,,
469283,Arles," We loved everything during our two dinners (in two weeks). A table under a green roof in a very private and Zen garden. The service is kind, courteous and professional. The food is fine and delicate. A wine list …",5,The food is fine and delicate.,6,509566,,
469824,Del Posto,"Amazing experience - the service was stellar, the food was tasty and each dish complex on the palette, yet elegant. Looking forward to my next visit.",2,"Amazing experience - the service was stellar, the food was tasty and each dish complex on the palette, yet elegant.",22,162944,,
469964,Del Posto,This place is a near perfect experience. Staff is professionally behaved and impressivly intelligent. Food is extreme and well thought out. Wine selection is advanced and plentiful. Expect the highest of quality experience in fine dinning. …,6,Expect the highest of quality experience in fine dinning.,9,243092,,
470148,Del Posto,The best restaurant in NYC! I was so impressed. Delicious food and beautiful place!,3,The best restaurant in NYC!,6,499777,,
470825,The Green House Pijp," Very nice and helpful staff who answered all the stupid questions. Comfortably furnished, relaxed music. The prices are mediocre in the Amsterdam Greenhouse comparison. The NYC Diesel tasted best here …",4,The prices are mediocre in the Amsterdam Greenhouse comparison.,9,528686,,
471332,China Si Chuan Restaurant,Very authentic taste of Sichuan cuisine. You may order less spicy less peppercorn.,2,Very authentic taste of Sichuan cuisine.,6,577280,,
471465,China Si Chuan Restaurant,"Exactly like the food I had in the actual Sichuan, China. Am so happy, it was so good!Kind service too. Only downside is the price, but for the mapo doufu alone I would come back.",3,"Exactly like the food I had in the actual Sichuan, China.",12,238080,,
471483,China Si Chuan Restaurant,"I want to WARN Chinese tourists who think about going here. It looks like waitresses from Tibet don’t like “Chinese”.  Quite rude and they cannot speak mandarin, however the name of the restaurant is China Sichuan. In the end, food is not so good in my opinion.",4,"Quite rude and they cannot speak mandarin, however the name of the restaurant is China Sichuan.",17,448636,,
471529,China Si Chuan Restaurant,"Very authentic sichuan food! One of my favourites in amsterdam. Avoid the typical chinese restaurant dishes, go for sichuan suthentic ones.",3,Very authentic sichuan food!,5,577278,,
471763,China Si Chuan Restaurant,Good authentic Sichuan food!!!,2,Good authentic Sichuan food!!,6,271338,,
471904,China Si Chuan Restaurant," Great restaurant, amazing food !! Highly recommended Indonesian wonton chicken soup insanely delicious.
A warm atmosphere and a friendly attitude. …",4,Highly recommended Indonesian wonton chicken soup insanely delicious.,8,314615,,
472626,Piccolino," By far the worst pizzeria I've ever visited.
Cleanliness seems to be a foreign word here. Leftover food is simply transported from the table with a rag to the remains on the floor. Clean cutlery is only …",4,Cleanliness seems to be a foreign word here.,8,207569,,
472843,Mirandapaviljoen,WARNING: Do not sit down to eat a quick consumption. What a poor grumpy service. Attention When serving one glass. Then have to wait another time. The food we had was a bouncer and a shrimp sandwich to eat but you …,5,What a poor grumpy service.,5,614837,,
473785,The burrito maker,Huge burritos! Very tasteful and lots of topping options :),2,Very tasteful and lots of topping options :),9,589936,,
475300,Warung Spang Makandra III,Very good restaurant with authentic Indonesian and Surinamese food. The portions per person were generous and the staff welcoming,2,Very good restaurant with authentic Indonesian and Surinamese food.,9,583604,,
475322,Warung Spang Makandra III,Good food and cozy and cute atmosphere. I guess Suriname cuisine is between Indian and Chinese ( I would say 70-30) moreover the place is really cheap and the personal very polite.,2,I guess Suriname cuisine is between Indian and Chinese ( I would say 70-30) moreover the place is really cheap and the personal very polite.,28,325735,,
475461,Warung Spang Makandra III,Good quality Suriname/indo and inexpensive. Nice people.,2,Good quality Suriname/indo and inexpensive.,7,279690,,
475511,Warung Spang Makandra III," Good food, generous portions and very reasonable prices. Despite an unpleasant smell from the drain or toilet, the service was ok, we were quickly found a table. It is a small unpretentious restaurant but exactly what …",3,It is a small unpretentious restaurant but exactly what …,9,357093,,
475554,Warung Spang Makandra III," Excellent restaurant, Indonesian and Surinamese cuisine, very inexpensive and well-stocked portions. When we went there, the menu was not in English (the manager said it was being printed because the menu has just …",2," Excellent restaurant, Indonesian and Surinamese cuisine, very inexpensive and well-stocked portions.",15,32636,,
475818,Sous Bar Bistro,"Pleasant space and ambiance, great menu with tasteful food. Nice place for a date or with friends.",2,"Pleasant space and ambiance, great menu with tasteful food.",10,440287,,
476113,Nooch," An elegant and calm setting for delicious and crisp Asian cuisine. The clientele, like the staff, is young, and comes here at night to eat or have a drink and the place is serene and quiet. A very good memory for the …",3,An elegant and calm setting for delicious and crisp Asian cuisine.,11,8105,,
476116,Nooch," Very nice restaurant, elegant setting, friendly service, impeccable cleanliness. We ate the best Ramen of our life. Top …",3," Very nice restaurant, elegant setting, friendly service, impeccable cleanliness.",12,119957,,
476403,Dignita,I love this place! But make reservations it's always super full. I enjoyed the eggs but the chicken sandwich is awesome. Great place for lunch during the week as well.,4,I love this place!,5,331983,,
477508,Deer Mama,"Delicious and indulging dishes, great milkshakes, good coffee, very friendly service. Galaxy pancakes were incredibly delicious. Ramen nooodles are very flavourful but quite spicy. Overall this place is amazing and worth a second and third visit.",4,Ramen nooodles are very flavourful but quite spicy.,8,448904,,
477588,Deer Mama,very tasty burgers and top notch milkshakes. personel was friendly aswell!,2,personel was friendly aswell!,5,639125,,
477662,Deer Mama,"You could 'just' go for the delicious Pani Puri, but then you would miss out on their great burgers (loved the tempeh-burger!), sandwiches (Jerusalem artichoke spread, yum!) and cakes & cookies. …",4,"), sandwiches (Jerusalem artichoke spread, yum!)",11,136980,,
477750,Deer Mama,"Amazing, taste the nachos burger. Really tasteful and crying for more!",2,Really tasteful and crying for more!,7,454021,,
478171,Caf√© Langereis,One of my favourite places in Amsterdam. Feels genuinely local and intimate,2,Feels genuinely local and intimate,5,248366,,
479360,La Piazza,"Pleasant enough food, unpretentious surroundings and reasonable value for Amsterdam.  Showed up as a twosome on a busy evening around 1700, but they managed to find us a table anyway.  An easy choice if you're in Dam Square.",3,"Pleasant enough food, unpretentious surroundings and reasonable value for Amsterdam.",11,440140,,
481343,Rosarium," Very good lunch. Inventive dishes, fast service. Reservation is recommended. …",4,"Inventive dishes, fast service.",5,354648,,
481471,Rosarium,Excellent restaurant with great service and tasteful ambience. I was a guest here in February 2018 at a wedding that couldn't have been better in terms of the quality of the food and service. I can honestly say that I …,3,Excellent restaurant with great service and tasteful ambience.,8,32618,,
481899,Restaurant Lastage,Deliciously romantic. Superb food and sophisticated wine combinations.,2,Superb food and sophisticated wine combinations.,6,485262,,
481919,Restaurant Lastage," What a lovely evening! Every course is worthwhile, with beautiful matching wines. The entourage is pleasant and the wait staff knowledgeable and prompt. With every course I shouted this one was the best! …",5,The entourage is pleasant and the wait staff knowledgeable and prompt.,11,506777,,
482590,​Tales & Spirits,Most helpful staff and truly inventive cocktails. Great place.,2,Most helpful staff and truly inventive cocktails.,7,391721,,
483046,​Tales & Spirits,The staff are very welcoming. Incredibly tasty cocktails and a cozy atmosphere! A (hidden) gem in Amsterdam. ❤️ On arrival we received a glass of Spa for free to keep hydrating. Service is top notch! …,6,Service is top notch!,5,463495,,
484652,Kam Yin,Tasty Surinamese-Chinese fusion. Reasonable prices for the area. Nice and good English speaking service.,3,Tasty Surinamese-Chinese fusion.,5,488150,,
487046,Men Impossible,"Delicious food! Very creative, super flavourful. The setting is cozy and the chef is super friendly.",3,"Very creative, super flavourful.",5,578958,,
487068,Men Impossible,This is the best ramen I have ever had. Everything they have served was quite flavourful. The place is a very cozy place with a homey kind of feeling to with. The Chef and lady that work there are friendly and you will feel welcome immediately. Definitely going back,5,Everything they have served was quite flavourful.,7,237318,,
487177,Men Impossible,"High quality ingredients, and extremely thoughtful flavor combinations. Great example of what plant-based cuisine can be.  Owned and operated by a very impressive one-man-army. The menu has several small to large plate options, and you …",4,"High quality ingredients, and extremely thoughtful flavor combinations.",9,313919,,
487219,Men Impossible,AMAZING! My roomies get angry If I don't bring anything for them. Truly delicious tasteful ramen! And very nice staff. Arigato!!!,6,Truly delicious tasteful ramen!,5,570346,,
488186,De Roode Leeuw,Great atmosphere. Nicely laid out plates and the taste is delicious. Price is good in proportion. …,4,Price is good in proportion.,5,443631,,
489547,Zithoek,"I rarely leave reviews, but this time I was impressed! GREAT COFFEE, maar echt! Unpretentious, laid back and super welcoming owner. Great vibe, taarts and sunny terrace until late! A must when in Noord",5,"Unpretentious, laid back and super welcoming owner.",8,574733,,
489714,District 5,"Nice Italian place with authentic food. Service is the typical take-your-time Dutch style, but the atmosphere is nice and the food good.",2,Nice Italian place with authentic food.,6,399311,,
490289,Roopram Roti,You'd be hard pressed to find a better Roti. The texture of the roti was unbelievable. I ate there essentially three times on this occasion. Not a regret. Very friendly with a perfect selection of drinks! Awesome food.,6,The texture of the roti was unbelievable.,7,541406,,
490292,Roopram Roti,Really good roti and Surinamese curry. So different from what we are used to in SEA but it was wonderful and good value. They served a spiced mash with it that was also amazing,3,Really good roti and Surinamese curry.,6,451889,,
490393,Roopram Roti," Roopram, excellent roti, quality consistent. Roopram is the bar by which other rotis are measured 😀 …",2," Roopram, excellent roti, quality consistent.",7,88863,,
490414,Roopram Roti,Have ordered Roti a few times already. Delicious! Well seasoned and fairly well-stocked portions. Unfortunately got a huge headache last time. Usually this happens at takeout where fatin (flavor enhancer) is used …,5,Well seasoned and fairly well-stocked portions.,8,612596,,
490423,Roopram Roti," Surinamese food, authentic and homemade. Good customer service, unbeatable prices. Homemade homemade food, and delicious bread, I recommend the Roti but watch out for the spicy sauce that comes in a small boat called …",3," Surinamese food, authentic and homemade.",6,96813,,
491668,Royal Thai,"Best Thai cuisine experience in Amsterdam! Surprising tastes, clean foods, beautiful presentation, lovely restaurant and interiors, super polite staff, high quality ! Highly recommend !",3,"Surprising tastes, clean foods, beautiful presentation, lovely restaurant and interiors, super polite staff, high quality !",21,485819,,
491860,Royal Thai," Unfortunately a little disappointing. The food was extremely ""soft washed"" for people who go to a Thai restaurant, but without wanting to eat the original. In comparison to real Thai cuisine, everything was not only …",3,"In comparison to real Thai cuisine, everything was not only …",11,351193,,
492393,Aneka Rasa,Excellent authentic Indonesian cuisine! This is a must place to go. Price is very reasonable.,3,Excellent authentic Indonesian cuisine!,5,238865,,
492401,Aneka Rasa,"Expensive and not quite as we expected. We tried rijstaffel, the services are good, but the food is ok, except gado gado which is a bit sour.",2,"We tried rijstaffel, the services are good, but the food is ok, except gado gado which is a bit sour.",23,607433,,
492454,Aneka Rasa,Way to expensive for what we got. Also very rushed and impolite service.,2,Also very rushed and impolite service.,6,158411,,
492798,Café Carbòn,Fries and spare-ribs were really good (the first crispy the latter almost falling from the bone by looking at it). By comparison the chicken and steak were almost disappointing. We had a large party of people (over 20) and they dealt with …,3,By comparison the chicken and steak were almost disappointing.,9,201435,,
494018,Soup en zo,Fresh and flavourful soups and sides. That is all.,2,Fresh and flavourful soups and sides.,6,260358,,
497005,caf√© De Tulp," I come here very often and normally it is very nice. Today I was refused at the door and I was only allowed inside if I ""took a lady"". Mega outrageous, it's not Leidseplein. …",4,"Mega outrageous, it's not Leidseplein.",8,389402,,
498882,Warung Celebes," My about neighborhoods 👌. Enjoy my favorite combination every time. Bami, tempeh, sambal beans, spicy chicken, coconut beef, egg and a satay. Fat assailant 🥳. …",5,"Bami, tempeh, sambal beans, spicy chicken, coconut beef, egg and a satay.",17,181335,,
499142,Le Coeur,"Stylish and intimate, La Coeur offers a truly original menu, executed seamlessly by a talented kitchen team. …",2,"Stylish and intimate, La Coeur offers a truly original menu, executed seamlessly by a talented kitchen team.",19,481117,,
500031,Boi Boi," Awful place, mediocre food.
The chef / owner is terribly aggressive and unkind if you indicate that your food is not satisfactory. (simple request to omit an herb, in case of allergies I …",3," Awful place, mediocre food.",5,10015,,
500555,Billy's Thai Restaurant,Authentic Thai food. With a plate you eat. The spectacular prawn pad thai. …,4,The spectacular prawn pad thai.,5,536291,,
501950,Cafe Balkon," delicious sushi, especially warm, beautiful presentation, wonderful waiters. a large selection of soft drinks, including fruit teas in mugs, and soft drinks. and most importantly - a magnificent view from the roof of …",3,and most importantly - a magnificent view from the roof of …,11,632159,,
502065,Cafe Balkon," Nice view from the terrace. The food is normal. The price tag for the center is acceptable. For Minsk, a slightly unusual entourage. …",5,"For Minsk, a slightly unusual entourage.",7,257786,,
502157,Cafe Balkon," Friendly service, attentive attitude to the client, cleanliness, comfort, and the view! Recommended for everyone !!! …",3," Friendly service, attentive attitude to the client, cleanliness, comfort, and the view!",17,39215,,
502782,Little Collins,2nd time going for brunch and doesn’t disappoint.  Quality food with inventive pairings.  Highly recommend for brunch. It gets busy so be prepared to shop in the area while you wait or show up early!,4,Quality food with inventive pairings.,5,447123,,
502909,Little Collins,"Really wonderful little spot. Delicious coffee. The food is fantastic, always different and inventive. Super friendly staff.",4,"The food is fantastic, always different and inventive.",9,509547,,
503049,Little Collins,"Fancy a roasted pork and a bloody mary on a sunday morning?
This is the spot.
Comes with an australian twist.",3,Comes with an australian twist.,5,209481,,
503459,The White Room by Jacob Jan Boerma," Refined setting, inventive and delicious cuisine, very attentive and welcoming staff. …",2," Refined setting, inventive and delicious cuisine, very attentive and welcoming staff.",13,87924,,
504350,Bread and Salt,"We are in Amsterdam 5 days, and this is the best where we ate, and we ate a lot. :) Food is exotic, delicious and Sammi is wonderful.",2,":) Food is exotic, delicious and Sammi is wonderful.",11,140244,,
504377,Bread and Salt,Best Lebanese food in Amsterdam! Great chill vibe and free unlimited tea!,2,Best Lebanese food in Amsterdam!,6,186783,,
505208,Sham,"Great service, authentic Levantine cuisine, impeccable hygiene, and a great place to visit in Amsterdam overall. I would give them a sixth star if I could. Definitely recommend!",3,"Great service, authentic Levantine cuisine, impeccable hygiene, and a great place to visit in Amsterdam overall.",19,302281,,
505238,Sham,"I have visited this restaurant twice and I was amazed by the customer service and the whole experience. The food tastes fresh, flavourful, interesting and authentic. There is variety of starters and main courses which work together perfectly with a glass of their Lebanese wines.",3,"The food tastes fresh, flavourful, interesting and authentic.",10,511635,,
505375,Sham," Delicious, pure, fresh and tasteful mezze.
Wide selection, good wine and very friendly staff …",2," Delicious, pure, fresh and tasteful mezze.",8,27807,,
505424,Sham,Super restaurant! Very clean and really Syrian food with refined taste. …,3,Very clean and really Syrian food with refined taste.,9,578069,,
507226,Envy,WOW. This is the kind of restaurant that makes me want to go back and delete 5 star ratings I gave to others because these guys just totally redefined the entire scale. Mind blowing creativity and brilliance. So good that I almost want to …,4,Mind blowing creativity and brilliance.,5,390310,,
507407,Envy,Somehow the atmosphere of the bar. But I went to lunch with my children. The staff is not very friendly and professional. The food is generally satisfactory except for dessert. It was creative and delicate. The amount …,6,The food is generally satisfactory except for dessert.,8,509654,,
507434,Envy," What a fantastic taste explosion in terms of food, atmosphere is very friendly, staff very skilled and passionate. Had a TOP evening. Really recommended. …",4," What a fantastic taste explosion in terms of food, atmosphere is very friendly, staff very skilled and passionate.",20,127654,,
509427,STAN&CO," Nice atmosphere, great food and friendly service. Recipe for a great dinner. …",3,Recipe for a great dinner.,5,455000,,
509675,La Bettola,"Absolutely awful personnel!!
Normaly you start with a drink, but the waiter furiously asked what we want to eat, even though we wanted to drink first. …",3,Absolutely awful personnel!!,5,150793,,
510759,Snackbar Bobo,"Great patio and the snacks are inventive and very good. Only complaint is the beer selection wasn't the best, but it's not called ""beer bar""!",2,Great patio and the snacks are inventive and very good.,10,297153,,
511620,Levant,Pleasant atmosphere and a fine selection of tasteful dishes. Recommendable for everyone who likes Turkish cuisine and wants to spend an evening eating various meze and drinking raki.,2,Pleasant atmosphere and a fine selection of tasteful dishes.,9,440072,,
515525,Polder," Nice place, often used to be when it was still in the temporary building. Handy to meet with a larger group. But now it seems to have become too big or popular or something like that. Operation seems uninterested, and …",4,"Operation seems uninterested, and …",5,429271,,
515696,Polder," Nice service and authentic entourage.

 …",2,Nice service and authentic entourage.,5,77123,,
516287,Porto Carrara,"This is our local, such a great place! cheapest place to eat in Ams and genuinely good Italian food!",2,cheapest place to eat in Ams and genuinely good Italian food!,12,633251,,
516368,Porto Carrara," Food tasty, price and hospitality extraordinary!

 …",2," Food tasty, price and hospitality extraordinary!",8,37285,,
517819,Cafe Keppler,Very sympathetic welcome upon entry. Staff are genuinely friendly and cheerful. Space is nicely decorated. Also nice and light inside. Food was perfect. Special dishes can be ordered. Prices were acceptable. We will …,8,Staff are genuinely friendly and cheerful.,6,476338,,
518681,Buffet van Odette," Service poor, food mediocre, small portions and boring.

 …",2," Service poor, food mediocre, small portions and boring.",10,89695,,
519708,Meatless district,"Lots of vegan places popping up, but this one is the real deal. Exceeded every expectation, both in terms of quality and quantity. We ordered for 60 euros for two people and happily ate two days of it 🤩🙃",3,"Exceeded every expectation, both in terms of quality and quantity.",11,238144,,
520383,ThaiCoon,Very tasty food. Great portions and equally great service.,2,Great portions and equally great service.,6,300232,,
521096,De Belhamel,Gorgeous Art Deco setting! I always love a restaurant with a sneak peak into the kitchen. Food was delicious and interesting. Menu seems to change often as I’ve been here multiple times over the years.,4,Gorgeous Art Deco setting!,5,283216,,
523339,Cafe George,"Food is awful and the prices are outrageous. 4,50€ for a tiny glass of OJ. Cold toast with plain eggs for 8€. There is nothing New York about this place. It is just another cafe and there are far superior options for better price range …",5,Food is awful and the prices are outrageous.,8,252312,,
523352,Cafe George,"We had breakfast at George.The service is really bad, the staff was uninterested, the food was average in comparison with the price. My tea cup was chipped and the other glasses were dirty. …",3,"We had breakfast at George.The service is really bad, the staff was uninterested, the food was average in comparison with the price.",25,601378,,
523854,Blue Pepper,My wife and I had one of the loveliest meals of our lives here last night. The food was deliciously inventive and beautifully presented. The small space gives it a familial feel and the attentive staff are courteous and thoughtful. The star …,4,The food was deliciously inventive and beautifully presented.,8,512475,,
523857,Blue Pepper,"I am a bit torn about the ratings to give. As someone who is familiar with Indonesian cusine, I think the taste authenticity is lacking, the spices and taste is adapted for the European palate. Presentation style, was done in the number of …",3,"As someone who is familiar with Indonesian cusine, I think the taste authenticity is lacking, the spices and taste is adapted for the European palate.",27,174879,,
523870,Blue Pepper,"The extremely professional staff made sure our rijsttafel included plenty of vegetarian, vegan, and gluten-free options. The meal itself was incredibly fresh, beautifully presented, and absolutely delicious. The server and host came to …",3,"The meal itself was incredibly fresh, beautifully presented, and absolutely delicious.",13,519038,,
523893,Blue Pepper,Exquisite food. Our favourite Indonesian in Amsterdam. The spicy prawn curry tastes exactly like we had in Indonesia. Every bit worth the price.,4,The spicy prawn curry tastes exactly like we had in Indonesia.,11,536368,,
523940,Blue Pepper,Phenomenally good service and equally exciting food. Quite out of the ordinary items on the menu. Enjoyed every bit!,3,Phenomenally good service and equally exciting food.,7,438254,,
524022,Blue Pepper,Very good Indonesian restaurant with delicate dishes and good wines. Recommended! …,3,Very good Indonesian restaurant with delicate dishes and good wines.,10,115344,,
524025,Blue Pepper,Secluded and elegant restaurant offering refined Indonesian dishes. The staff are friendly and the prices are in line with the quality of the dishes. …,3,Secluded and elegant restaurant offering refined Indonesian dishes.,8,89353,,
524094,Wildernis,"Worthless overpriced plants.... After hearing and reading good reviews, I thought it would worth buying a nice plant from here. The prices are astronomical compared to the quality they deliver. Never ever gonna buy from here again.",3,The prices are astronomical compared to the quality they deliver.,10,528574,,
524391,De Luwte,"Venison is a must do dish. Restaurant is not fancy, very simple atmosphere but definitely high class flavored food. excellent price-benefit relation",3,excellent price-benefit relation,5,634259,,
526290,The Butcher Social Club,"Lovely location, great style inside! Food was amazing, the only thing that stopped it from being 5 stars was the service. Very slow and uninterested!",3,Very slow and uninterested!,5,589454,,
526793,The Butcher Social Club," This is a restaurant that offers probably the tastiest burgers in the city. They are preparing a barbecue. Similarly, French fries taste great. In addition, the place offers beautiful views of the bay. After a full …",5,They are preparing a barbecue.,5,551674,,
526992,Bubbles & Wine,"An absolutely stunning place! The atmosphere makes you feel both special and cosy, it is a luxurious yet unpretentious place with a collection of wines and champagne that would leave you with a dizzy head…literally, haha! And also, should I even mention how extremely friendly and welcoming the staff is!",3,An absolutely stunning place!,5,166960,,
527206,Roz shoarma,A disaster... a mix of egyptian lebanese food with absolutely no taste and a rude staff. No one goes there except drunk people in late night.,2,A disaster... a mix of egyptian lebanese food with absolutely no taste and a rude staff.,16,142502,,
528133,Grillroom Donny,"Amazingly nice service, repeatedly. Highly recommended.",2,"Amazingly nice service, repeatedly.",5,166224,,
528366,Radijs,A big 'thank you' to the friendly staff for accommodating a family of six between reservations! The food was well prepared and flavourful. Unfortunately the French fries / chips ordered by three of us were overcooked (too hard). But I would be happy to return on my next visit to Amsterdam!,4,The food was well prepared and flavourful.,7,514358,,
529671,Yo-Yo,"Vibrant and full of color. It is not a new thing of drinks, some food and gift articles to buy but they did it with taste. I can say that you can go there to have a drink while thinking what to buy for your next birthday party that you're going to. The place can get crowded but so it on plenty of stores in that street.",4,Vibrant and full of color.,5,591788,,
531059,Mr. & Mrs. Watson,Amazing. I returned when back in Dam. Going again!!!! The cheeses are outrageous!! I basically always have a cheeseboard and three desserts. They are vegan puddings. Lots of choice so why not indulge? I ended up taking some away.... Can not …,8,The cheeses are outrageous!!,6,502334,,
531189,Mr. & Mrs. Watson,"Service was great, vibe awesome, but unfortunately food missed the mark. Lacks dimension and poorly executed. Cheeses by far were the most disappointing. Whilst visually they looked good, they were not ""cheesy"" at all. Little to no flavour …",5,Lacks dimension and poorly executed.,5,372913,,
531245,Mr. & Mrs. Watson,"This is such a nice place to spend time ! The food is absolutely delicious, fresh, creative and tasteful. Served with attention and a true smile. I definitely recommend it!!!",5,"The food is absolutely delicious, fresh, creative and tasteful.",11,508738,,
531456,Mr. & Mrs. Watson," Surprisingly delicious! Exciting flavor combinations and also very cozy and smooth, cheerful service. With terrace. Recommended!! …",5,"Exciting flavor combinations and also very cozy and smooth, cheerful service.",12,242939,,
532155,Memories of India," Good Indian cuisine, tables nicely prepared. As everywhere in the center, it is a bit expensive. About 60 € for two. But definitely worth a recommendation. …",5," Good Indian cuisine, tables nicely prepared.",7,40649,,
532211,Memories of India,Warm welcome and personal attention. Traditional Indian cuisine at a reasonable price …,2,Traditional Indian cuisine at a reasonable price …,7,569497,,
532463,Mezzo,Sandwiches and vibe are great. Perfect place to go after hiking in the Oakland hills! Their artichoke sourdough is BOMB.,3,Their artichoke sourdough is BOMB.,5,545492,,
534276,Pata Negra,"A delicious taste of Spain in a vibrant and intimate setting. A friendly efficient staff welcomed us to enjoy classic paella, jamon Iberia and sangria at a great value.",2,A delicious taste of Spain in a vibrant and intimate setting.,11,142423,,
534358,Pata Negra,"Good food and fast service, faster than mc Donald's :). The bacalao croquettes are so good. And the paella yummy!",3,And the paella yummy!,5,171133,,
534363,Pata Negra,Amazing Spanish cuisine. The art and decor is stunning!,2,The art and decor is stunning!,7,495778,,
534381,Pata Negra,"Great Paella !!! Nice happy hour 🍷🥂🍻 clean, fresh and fancy place 💯💜",2,Great Paella !!!,5,284966,,
534419,Pata Negra,"Food excellent, familiar ambient. Owner greets everyone like a friend.",2,"Food excellent, familiar ambient.",5,251776,,
534653,Pata Negra," DISASTER!!!! bad dinner, with bad-looking paella (quite burnt), wedge of garlic and heated several times.
Withdrawing our practically full dishes, the waiter did not even mention …",3,DISASTER!!!!,5,20862,,
536370,Bistrot Neuf,"Delicate food, great staff. A good place for a nice evening.",2,"Delicate food, great staff.",5,219649,,
536806,NJOY Cocktailbar,"A hidden treasure around the corner of busy leidsplein. Very intimate ambience accompanied by the good tunes. you feel relaxed once you enter. Tried the signature cocktail, very good.",4,Very intimate ambience accompanied by the good tunes.,8,584731,,
537052,NJOY Cocktailbar," Wonderful cocktails, chic entourage and nice staff.

 …",2," Wonderful cocktails, chic entourage and nice staff.",8,129110,,
538194,ctaste,"Eating a suprise meal in the dark! Fantastic experience, food was amazing and I am generally very fussy and plain eater.  Excellent staff!",3,"Fantastic experience, food was amazing and I am generally very fussy and plain eater.",15,245959,,
538254,ctaste," Had a special experience and the best service. Werner was a real cheerful host :) The food was tasty, but don't expect top notch. This is really about the experience of sitting in the dark and eating by touch. Great …",4,"Werner was a real cheerful host :) The food was tasty, but don't expect top notch.",20,614141,,
539030,Greenwoods,Very cosy and has sophisticated and delicious breakfast meals. But I wasn't particularly fond of the coffee.,2,Very cosy and has sophisticated and delicious breakfast meals.,9,578479,,
539399,Greenwoods," Small restaurant specializing in brunch, wonderful welcome, top-notch cuisine, refined and hearty.
Little piece of heaven ! …",3," Small restaurant specializing in brunch, wonderful welcome, top-notch cuisine, refined and hearty.",17,91363,,
539859,Pasta Factory," Food was good, condition very hard but hectic, cleanliness left a lot to be desired. Toilets dirty, tables not wiped, glasses so dirty, that we would rather have drunk from the bottle. …",3," Food was good, condition very hard but hectic, cleanliness left a lot to be desired.",17,37501,,
540017,De Spiegel,You can have a great lunch here in a nice place. Friendly staff and food served was satisfactory. …,3,Friendly staff and food served was satisfactory.,7,263160,,
541482,Valerius Eten&Drinken," Cleanliness at the top, delicious food, hearty dishes, very nice staff. I recommend …",2," Cleanliness at the top, delicious food, hearty dishes, very nice staff.",14,16057,,
543500,Zaza's,"Great food, outstanding service. Thank you for a very special night out.",2,"Great food, outstanding service.",5,293391,,
543609,Zaza's,Fresh products and inventive cuisine. Take the time to make the detour even if the friendliness of the customers is a bit noisy. Booking is recommended …,3,Fresh products and inventive cuisine.,5,38635,,
543795,cafe Orloff,A completely different kitchen. The Lebanese pizza was delicious. The service is friendly and helpful. Recommended for those who are hungry in between meals. …,5,The Lebanese pizza was delicious.,5,494163,,
544576,Caf√© Maxwell," Salads are very mediocre and pricey. Furthermore, nice terrace. …",3,Salads are very mediocre and pricey.,6,89089,,
545022,FEBO,This febo she has things in order. Cleanliness and quality of the food. …,3,Cleanliness and quality of the food.,6,207561,,
547021,Limon,"Awful experience. The kitchen close at 21h, so no proper food after that. The waiters are so impatient to get home that they take half of your order. We came with a dog and he had a bowl of water (that’s why I put 2 stars).  We had super pricy random finger food at the end. Nice design (Amsterdam south), but terrible service.",6,"Nice design (Amsterdam south), but terrible service.",10,403098,,
