,Name,Sentiment,Text,Label
798208,Bagels & Beans,positive,"(Translated by Google) Vegan breakfast 😊 was definitely delicious! Unfortunately, you have to look a bit on the menu until you find all the vegan things.",1
604264,New Dutch,positive,"Very small restaurant, but good service and nice food",1
290698,Casa del Toro,positive,"It is very friendly and good food!! It is important for me, I am French 😄.",1
523958,Festina Lente,positive,"Very cozy and great prices, very good service!",1
348327,BackStage,positive,I will call again.,1
297296,Rembrandt Bar,positive,(Translated by Google) Nice terrace nice staff sit on the Rebrandsplein  (Original) …,1
739724,Zouk,positive,Nice environement.,1
413849,‚ÄãTales & Spirits,positive,One of the best cocktail bars in Amsterdam!,1
275412,Pastis,positive,I hope to come back soon!,1
151011,The Basket,negative,Provincial place in a global city.,0
314034,Caf√© Van Puffelen,positive,(Translated by Google) Great food and friendly service!  (Original) …,1
326698,Subway,positive,(Translated by Google) Vegetarian options  (Original) Opções vegetarianas,1
427098,Lo Stivale d'Oro,negative,…,0
404936,Paleis van de Weemoed,negative,"I were having a nice day, sitting outside, and then start music inside, i was curious i get near  the door,  when a employee close me the door rudly.",0
394733,Mr. Sam Asian Bistro,positive, (Original) …,1
577330,Café Katoen,positive,Great atmosphere and a good selection of things to drink.,1
217936,Dwaze Zaken,positive,(Translated by Google) Nice tent near CS.,1
254251,Snackcorner 't Vogeltje,positive,Always nice to get a Turkish pizza here after a drink.,1
733171,Coffee Room,positive,Nice coffee place in Amsterdam.,1
524518,Mata Hari,positive,Nice decor.,1
560582,Vondeltuin,positive, (Original) Heerlijk chillen....,1
109686,Peper & Zout,positive,The tapas was very popular.,1
412618,Siberië Coffeeshop,negative, (Original) il porte bien son nom.....,0
550280,The Flying Dachman,positive,"(Translated by Google) Great drinks, polite staff  (Original) …",1
44937,Caf√© Monico,negative,It may not fit a little Japanese.,0
202615,Bistro-Brasserie Blue,positive,It was just too hot in the back.,1
392013,Ali,positive,It's also a bit pricey.,1
373116,Singel,positive,"(Translated by Google) If you want to buy tulips, a tour of this market is a must …",1
330327,Wonder Bar Two,positive,Love this place ...,1
422111,Bar Spek,positive,"(Translated by Google) Good place for lunch, drinks and dinner!  (Original) …",1
671267,de pizzakamer de pijp,positive,Excellent pizza! The one with asparagus and coppa - is something special.,1
298280,Wynand Fockink,positive,"Right off of Dam Square, down a quaint alleyway.",1
738160,De Belhamel,positive,Restaurant with interesting interior and interesting twist on food.,1
299605,Wynand Fockink,positive,Turn.,1
576552,Bagels & Beans,positive,"(Translated by Google) All very good, from coffee to food.",1
394881,Perry's Exotisch Food,negative,"(Translated by Google) Good taste, tough lamb, shame.",0
699037,Donerland,positive,(Translated by Google) Excellent  (Original) Excelente,1
72890,Skek,positive,Excellent service.,1
258040,Eetcaf√© Blauwbrug,positive,Here first some food and a good glass of wine made the evening in the opera …,1
541095,Café Kooper,negative,(Translated by Google) The security ...,0
489882,The Seafood Bar,positive,(Translated by Google) Super tasty food 👍👍👍👍  (Original) Super lekker gegeten 👍👍👍👍,1
46853,Casa Peru,positive,Sometimes I dream about their tres leches.,1
432177,Piqniq,positive,After this a larger …,1
365566,Sloppy Joe,positive,"Nice burger, original.",1
734657,La Casona,negative,"(Translated by Google) Great food, a pity that you have to pay for side dishes.",0
459967,Ter Marche & Co,positive,But the other one I ordered was super amazing.,1
175964,Eiburgh Snacks,negative,I'm not coming there anymore.,0
507673,Morena aan de Amstel,positive,"If visiting amsterdam, it would be a crime to not visit this place!",1
575855,De Bakkerswinkel,positive,(Translated by Google) Very cozy tearoom.,1
525224,Mata Hari,positive,…,1
98562,Miu,positive,"As in Germany, all you can eat sushi is ordered using an iPad.",1
271803,Teds place,negative,"I ordered the French Toast with a side of bacon, extra dry/crispy.",0
742322,De Luwte,positive,Combine great food and dining with a cosy and quaint setting and you get this wonderful restaurant.,1
415469,Bistro-Brasserie Blue,positive,"(Translated by Google) Very good value for money, nice setting, nice atmosphere, a very nice discovery …",1
479486,Zen,positive,Yummy best sushi around town,1
347014,Caf√© Karpershoek,positive,(Translated by Google) A cozy pub.,1
783112,dumplings,positive,Never had anything like this before.,1
58771,Kaagman & Kortekaas,positive,(Translated by Google) Fantastic tasty fungus in the Vegabox with clear instructions.,1
560028,Vondeltuin,positive,Awesome terrace,1
563466,De Buurman,positive,Good burger and falafal on big crispy bun.,1
573220,Cafe Koosje,positive,"(Translated by Google) Nice cafe, but very pricey.",1
278268,Tante Roosje,positive,(Translated by Google) Very cosy! Great to sit in our case for a few hours  (Original) …,1
120076,Maoz,positive,"(Translated by Google) Always fresh, very tasty, clean bag and you have a delicious dish …",1
421921,Bar Spek,positive,(Translated by Google) Cozy tent and top-pizzas.,1
331828,Canvas,positive,Excellent cocktails and a good beer selection,1
87090,Taproom,positive,Great craft beer bar so you don't have to drink Amstel all the time,1
485487,Mediterran√© coffeeshop,positive,"(Translated by Google) Fair prices, clean + large screen wall  (Original) …",1
136505,Vandaag,positive,"(Translated by Google) Once again, I celebrated my birthday with family and friends.",1
357213,Betsu Bara,positive,(Translated by Google) The best ramen I've had in Amsterdam.,1
83798,de Veranda,positive,…,1
254950,Blauw,negative,Waaaay too expensive.,0
55695,The Duchess,negative,Still a great meal and good service.,0
612055,Restaurant van Puffelen,positive,Steak and carpaccio were great!,1
123081,Eersteklas Restaurant,negative,(Translated by Google) Good atmosphere.,0
423765,Pasta Pasta,positive,Definitely we are comming back.,1
415164,Bistro-Brasserie Blue,positive,"(Translated by Google) For lunch or dinner, the blue brasserie welcomes you in a warm setting I recommend RD …",1
318111,Oriental City,negative,"The food is of acceptable quality, the service takes a bit of time, and the waitress wasn't particularly friendly.",0
416412,Coco's Outback,negative,"The burger tasted okay, maybe it was because I was so hungry.",0
763082,Greenwoods,positive,Great place,1
360803,Brasserie Ambassade,positive,…,1
441762,Hap Hmm,positive,…,1
465394,Maenaam Thai,positive,Can't go wrong with this place,1
127119,El Rocio Tapas Bar,positive,"(Translated by Google) I am not a sushi fan, but I have to say that I loved it here.",1
808886,Little Saigon,positive,(Translated by Google) It is not much different from the imagined Vietnamese rice noodle.,1
360103,Sale e Pepe,positive,…,1
273072,De Koffie Salon,negative,Overpriced.,0
162619,Juice by Nature,positive,"This place is very nice, attractive and well served by the staff.",1
564791,Wing Kee,negative,It is so busy along that stretch of street.,0
750105,Yo-Yo,positive,Bubbletea is tasty.,1
364629,Ovidius,negative,"We chose a table that was free, to our taste in a quiet place.",0
814369,Cantina Caliente,positive,We had a selection of dishes and tacos and were enjoying the pure and fresh flavors dish after dish.,1
671863,Bam Boa,negative,I found the price ridiculously expensive for what it was.,0
411007,De Bakkerswinkel,positive,Advice!:-),1
561250,Sumo,negative,It was good through about 70% through our dinner.,0
303420,Boulevard Cafe,positive,They have large portions for convenient rates.,1
508812,Café Oporto,negative,"(Translated by Google) The place was very good, full of people in suits, it took less than what they said to give us a table but then the food took a long time to arrive.",0
300191,Sampurna,positive,You can have the shrimp chips all you want.,1
6431,Puri Mas Indonesisch Restaurant,positive,Very nice food,1
255774,Nam Kee,positive,We were genuinely so happy to have found this place.,1
624492,Pasta Pasta,positive,Friendly and swift service.,1
374612,Fiko,positive,Good for pizza,1
604043,Caf√© Bouwman,positive,(Translated by Google) Good atmosphere  (Original) Gezellige sfeer,1
389503,Blaauwhooft,positive,"The location, at the …",1
331024,Caf√© Wiener,positive,lovely evenings nice people and nice staff …,1
414907,Westergasterras,positive,(Translated by Google) Summer breeze fiesta.,1
638590,Mondial Crepes & Waffles,positive,…,1
652734,Taco Mundo,positive," Service was inconsistent, but satisfactory for a busy afternoon.",1
722047,Café Maxwell,positive,(Translated by Google) Cozy.,1
4804,Restaurant Stedelijk,negative,"decent selection of museum food, with an extensive bar to boot...",0
137408,Craft & Draft,positive,Loved it! Highly recommended.,1
82974,Het Elfde Gebod,positive,(Translated by Google) Super Location ...,1
678837,Deer Mama,positive,"(Translated by Google) Very nice staff, food tastes delicious.",1
158128,Coffeecompany,positive,😜,1
297988,Meram Burger,negative,"(Translated by Google) Ordered via Deliveroo, compliments for the fast delivery! Unfortunately the food is less good.",0
417197,Coco's Outback,positive,One of the best pub in Amsterdam.,1
203208,BoerGeert,positive,…,1
223447,white label coffee,negative,"A minimalist interior with lots of plywood and laptop nomads, who stare at the screen of their MacBook all day long.",0
40994,Leeman Döner,positive,Really a big fat recommendation! …,1
508435,Café Oporto,positive,The service after I sit was very good.,1
193113,Dignita Hoftuin,positive,One of the best for brunch in AMS.,1
396260,La Falote,positive,"I love this place! It’s been forever sense we have had service like this, The chef came out to talk to us about the food and she was super polite and educated about the meals and I can say that was the best service and food ever!",1
32297,il Palio,positive,"Beautiful venue, exceptional food, great staff!",1
752926,Mr. & Mrs. Watson,positive,"(Translated by Google) Great food, delicious  (Original) Geweldig gegeten, heerlijk 😋",1
696455,Dante,positive,(Translated by Google) Cozy and tasty  (Original) Gezellig en Lekker,1
138971,II Prinsen,positive,…,1
18813,Burger Fabriek,positive,Some craft beers are also available.,1
263494,'t Smalle,positive,…,1
681736,Caldi e Freddi,positive,A perfect place to grab a good fast Italian sandwich.,1
296919,Dophert,positive,I ordered the BLT on the advice of the waitress and it was great.,1
168652,Eetsalon Van Dobben,negative,(Translated by Google) Pins not possible.,0
17110,Senses by Lard Bertelsen,positive, (Original) Un buen lugar.,1
182998,Coco's Corner Shop,positive,Niceeeee!,1
649131,Shabu Shabu,positive, (Original) …,1
537193,Mezzo,positive,Lizza's is one of my favorite restaurants.,1
227160,The Breakfast Club,positive,"However, we sat close to the bar where a woman ordered the staff around.",1
780405,Long Pura,positive,Delicious and authentic indonesian food.,1
540930,Café Kooper,negative,will never return to this establishment .,0
683425,Rosarium,negative,(Translated by Google) I recently had dinner there for two -> dirty tablecloth.,0
298404,Wynand Fockink,positive,No rush is favored in here.,1
549270,Ace,positive,(Translated by Google) They have an a la carte menu and a chefs menu with a predetermined number of courses.,1
336294,De Gouden Reael,positive,1000/10,1
80850,Cafe Brecht,positive,…,1
473432,Cheesy Cakes,positive,Go for it!!!!!!!,1
802536,Greenwoods Keizersgracht,positive,Frendly Service.,1
688471,Pannenkoekenhuis Upstairs,positive,(Translated by Google) Number 10👌👌🏻👌🏼👌🏽👌🏾👌🏿  (Original) …,1
294509,La Casa di Michael,positive,We loved the pizza and pasta dishes and it was not at all expensive either.,1
46558,Casa Peru,positive,A very lovely restaurant with excellent food.,1
804496,Brasserie SenT,positive,(Translated by Google) Succulent meat and Top service !!! Super nice decor..I recommend 💯% …,1
406947,Vesper,negative,Very busy hipster cocktail bar.,0
13775,Stach,negative,"Egg white sweets is too expensive, 3.75euro each.",0
319908,Nam Kee,positive,Nice wonton noodle with good texture.,1
149222,Maoz,positive,Delicious,1
766553,Valerius Eten&Drinken,positive,(Translated by Google) Liked very much.,1
187741,Coffeeshop Paradox,positive,Relaxed atmosphere and great cakes.,1
806573,Foeders,positive,Also there is a great variety of good beers available.,1
645178,De Groene Olifant,negative,Not possible.,0
269106,Izakaya,positive,"(Translated by Google) Very refined, and a kind of restaurant with delicious food, good taste and excellent service.",1
1297,McDonald's,negative,(Translated by Google) Understand that fries etc.,0
468524,Buongiorno Espressobar,positive,Overall good coffee case.,1
643938,Radion,positive,Most of the credit goes to a very competent and approachable staff.,1
77335,In de Waag,positive,(Translated by Google) Top very well  (Original) Top erg goed,1
755698,Pata Negra,positive,Absolutely amazing!,1
627553,"Pool Lokaal ""De Gracht""",positive,…,1
2096,Firma Pekelharing,positive,Waiting staff are very attentive and know the menu inside out.,1
7622,Café-Restaurant Dauphine,positive,The tables are arranged in rows.,1
451352,Wilde Westen,negative,"(Translated by Google) First if we have the kitchen open and after ordering drinks, it is closed …",0
768720,Starbucks,negative,Fast operation.,0
45984,Gertrude's Cafe,positive,Food is excellent and the wait staff was perfect with their dinner suggestions.,1
144262,De Wasserette,positive,"The chicken avocado sandwich is amazing, one of the best meals I ate in Amsterdam (and I was the 5th time in Amsterdam)",1
76854,In de Waag,positive,"A very nice fab lab with a wet lab, with bio hacking tools.",1
716826,Bread and Salt,positive,"Great shawama, garlic cream is to die for "") cosy and nice atmosphere, good priced quality food.",1
641101,De Balie,positive,"As usual, a nice place.bgood people.",1
11631,Caf√© Bar De Duivel,positive,Great evening with friends and DJ Dynamite,1
607386,Chiapas Taco Cartel,positive,(Translated by Google) super tasty and great staff it can be super busy sometimes but you get that when you serve such great tacos and burritos! I come here weekly! …,1
276901,Café Verhoeff,positive,(Translated by Google) Cozy pub on the edge of the red light district ..,1
220732,Prik,positive, Love this place will be back many many times.,1
588438,Eatmosfera,positive,Very fresh products carefully chosen by the best Italian producers.,1
806743,Foeders,positive,Great selection of lambics and fresh IPAs.,1
258782,Hearth,positive,Very tasty food also great presentation.,1
85746,Kama Sutra,negative,We stayed because the 2nd waiter who installed us was kind …,0
515828,Starbucks,positive,(Translated by Google) The breakfast is very rich.,1
720144,The Mexican,positive,…,1
782924,Golden Chopsticks,negative,"If I had to compare this to New King a few blocks away, Golden Chopsticks is my last chinese restaurant choice in Amsterdam.",0
355712,Café Wester,positive,"Cosy bar, tasty beer, lots of seating outside",1
355550,Café Wester,positive,"Laid back, decent menu and drinks.",1
724442,Snackbar Bobo,positive,Lovely experience.,1
284066,Koffieschenkerij,positive, The record player in the attic is a real nice touch ( that's is until it piques the interest of a four year old who insisted on pressing down on …,1
638762,Mondial Crepes & Waffles,positive, (Original) …,1
560820,Happy Corner,positive,Tasty and never cold.,1
515961,L'Osteria,positive,Very good quality and prices are ok 😊 also location is wonderful close to Spaklerweg metro station and many green areas to sit around! Besides that is stunning to see the sunset from there.,1
790399,Frank's Smoke House,positive,The food was really good.,1
720380,Envy,positive,The chef prepares …,1
160642,BuonGiorno Espressobar,positive,Assortment of coffees & cakes.,1
406447,De Nieuwe Anita,positive,They also organise concerts,1
410865,De Bakkerswinkel,positive,"Pumpkin's soup, traditional beer and good atmosphere.",1
618774,Meet & Eat,positive,We …,1
316815,Artist,negative,Eating is not at the required level ..,0
549603,Labyrinth Cocktail,positive,Great food and amazing drinks! Nice vibe aswell,1
728376,Pastai,positive,Italian restaurant loyal to original tradition.,1
551108,Bluebird Coffeeshop,positive,Cofeshop!! Every cofeshop is nice!,1
161755,KTV Bar,positive,Great people both staff and customer's,1
798601,Fou Fow Ramen,positive,(They also had a …,1
164589,Genroku,positive,"(Translated by Google) Tasty sushi, especially the specials and the bear with garlic are recommended.",1
221206,Prik,positive,"(Translated by Google) Cool location, nice people, delicious drinks! Gladly again! 👍🏻☺️ …",1
17331,Abyssinia,negative,"We had to leave, as the waiter ignored us pointedly and complained that our 1.5 year old did not stay in her seat.",0
589839,De Italiaan,positive,…,1
787910,FuLu Mandarijn,positive,Everything we have tasted so far has been equally good and the service is always very friendly.,1
541868,Caf√©,positive,"Glad they take the pandemic serious, I’d come back next time i’m in Anchorage for breakfast",1
429148,Sal Gorda,positive,…,1
774124,Guts & Glory,negative,Portions are however quite small.,0
136301,Vandaag,negative,"(Translated by Google) The concept is good for a 6 + ""today"" with 6 people dined on January 2 at ""today"".",0
86665,De Kroon,negative,Good nightclub,0
166396,I-DOCK RESTAURANT,positive,"Excellent service, high quality fine dining, great interior design and amazing location.",1
226795,The Breakfast Club,negative,Quite pricey for the quality.,0
316650,Artist,positive,Most considerate waiter I have ever met and the food was superb.,1
157518,Hunter's Coffeeshop,positive,(Translated by Google) Chille shop & bar cafe! Staff is quick and friendly.,1
211981,Prins Heerlijk,positive,We're quick to prepare my vegetarian meal.,1
426057,Eetwinkel Buurman & Buurman,positive,(Translated by Google) Had delicious pizza with my daughter  (Original) …,1
802600,Greenwoods Keizersgracht,negative,Unfortunately this branch is nowhere near good as the other.,0
133462,Librije's Zusje Amsterdam,positive,"We have had a wonderful experience, the ambiance was warm and cozy.",1
544085,Saigon Caphe,positive,This is best vietnum restaurant in Amsterdam.,1
778322,Geweaght Caf√©,positive,"(Translated by Google) Very nice café, the charm and the flair make it.",1
708581,Butchers Tears,negative,"Worth a stop if you are in the area, not really worth a trip to hang out there though",0
78985,Market 33,positive,"Very friendly, usually have items when NO ONE ELSE HAS THEM Easy in and out .",1
375339,Warung Mini,negative,Shame because this used to be my favorite eatery.,0
346392,Mas Tapas,negative,Overpriced.,0
689819,Kam Yin,positive,…,1
602402,Eetcafe Singel 404,positive,I liked it a lot! The the waitresses were friendly und the food was excellent.,1
444605,Eetcafé 't Pakhuis,positive, (Original) …,1
729153,Café Sloterplas,positive,The new city beach looked inviting.,1
767153,Geflipt,negative,good burger meat is not amazing dont have too many choices,0
86063,The Taste of Vietnam,positive,Ive been going there for years and they have NEVER let me down.,1
524839,Mata Hari,positive,"Nice food, enjoyable spot on the canal",1
741506,Blue Pepper,positive,Expensive but worth a try.,1
664710,Kantjil & De Tijger,positive,"In Amsterdam, think about booking.",1
791000,Frank's Smoke House,positive,(Translated by Google) super! you can compose your own sandwich or one from the menu.,1
149209,Maoz,positive,Amazing taste and lovely food,1
669225,China Si Chuan Restaurant,positive,Good food and good service like this place.,1
231858,Little Collins,negative,"Pricey and small portions, there are much better options in town",0
722988,STAN&CO,positive,(Translated by Google) Nice atmosphere.,1
424295,Pasta Pasta,positive,Great place that doesn't look like much but is worth the trip …,1
368458,Casa di David,negative,"Great food, rude staff",0
265289,Café Van Puffelen,positive,Account in line with the restaurant level ..,1
601266,Coffee Roastery,positive,Home away from home.,1
26250,Smokin' Barrels,negative,Service is nice and staff are friendly.,0
770498,Caf√© Maxwell,positive, Reasonably priced and a fantastic atmosphere.,1
704361,shah jahan,positive,(Translated by Google) Fantastic! This will be my go to Indian in Amsterdam!  (Original) …,1
739737,Zouk,positive,Food was pretty good.,1
316756,Artist,positive,"(Translated by Google) Just enjoyed the really excellent lebanese cuisine in the cozy Artist in de Pijp, Amsterdam.",1
285210,Ellis gourmet burger,negative,The home made ice tea is highly recommend.,0
398812,Tunes Bar,positive,"What a fun pub!!! Friendly and funny employees,  super cool vibe, all the beers and liquors one person could need.",1
745670,The Butcher Social Club,positive,"Good hamburger, reasonable price.",1
720478,Envy,positive,…,1
251176,4850,positive,"Absolutely lovely staff, matched in quality by their food & drinks!",1
79535,Flame Steakhouse,negative,(Translated by Google) Underground food at extremely overpriced prices  (Original) …,0
769646,cafe Orloff,positive,Cozy pub with nice thin pizza.,1
374944,Warung Mini,negative,"I didn't even know the country, let alone its cuisine! The food was tasty, but not something really exciting.",0
634030,Frens Haringhandel,positive,(Translated by Google) Good food  (Original) Lekker eten,1
671019,Piccolino,positive,"(Translated by Google) Friendly staff, nice to sit outside under the heating.",1
598440,Maoz,positive,You can choose the size of the falafel too.,1
421793,Bar Spek,positive,"Lovely people, Nice staff",1
582080,Café de Zeevaart,positive,It’s a good place to stay and observe people walking on the street.,1
162263,Tripel,positive,"Great beers, great vibe and fab staff that go the extra mile ;) even if u lost ur backpack at 4am..",1
442843,brasserie bark,positive,"(Translated by Google) Pleasant room, very friendly and helpful staff, great food! A really nice restaurant that we highly recommend …",1
648703,Shabu Shabu,negative,"They need more waiters, when the place is full the orders get late easily",0
13782,Stach,negative,Otherwise good food but much higher quality places available elsewhere.,0
159810,Grand Caf√© l'Opera,positive,"Although located on Rembrandtplein, this place has preserved its authenticity.",1
153851,Stone's Cafe,positive,Always an experience 🤪,1
104014,La Zoccola del Pacioccone,positive,"Excellent Italian pizza cooked in a real wood oven a few steps from Piazza Dam, not a place for tourists but a small warm and welcoming pearl in the midst of …",1
377344,Caf√© 't Hooischip,positive,…,1
784929,Back to Black,positive,A lovely little cafe in the west.,1
87553,Onder de Ooievaar,positive,(Translated by Google) Worst pool tournament of my life.,1
166922,Kebab House,positive,(Translated by Google) Delicious durum döner  (Original) Heerlijke durum döner,1
76164,In de Waag,positive,"Everything was good: location, decoration, service, food and price.",1
93575,Scandinavian Embassy,positive,Super cozy and friendly stuff.,1
695984,Dante,negative,As an American coming to visit your restaurant I was surprised by the wait staff.,0
105304,Café de Tuin,positive,Invariably skilled and relaxed staff and one of the last pubs where prices are still normal and don't go through the roof.,1
188234,Coffeeshop Paradox,positive,"(Translated by Google) Super coffee, good atmosphere, perfect to spend a little breakfast! …",1
544454,El Vino,positive,It truly is a special place.,1
373130,Singel,positive,(Translated by Google) Unique ...,1
63002,Pizza Taxi Da Paolo & Seba,negative, (Original) …,0
740408,Restaurant Dubbel,positive,Recommended.,1
210917,Café Kale,positive,(Translated by Google) Excellent quality and nice staff  (Original) …,1
167721,Eetsalon Van Dobben,negative,"Food is good, marred by abysmal service.",0
258581,Hearth,positive,It's all peace and love.,1
493791,Norling,positive,(Translated by Google) Everything was just tasty.,1
544029,Saigon Caphe,negative,…,0
496100,Proost & Stroop,positive,"(Translated by Google) Nice large terrace, friendly service with large playground ideal for children.",1
377117,Caf√© 't Hooischip,positive,The staff were very friendly.,1
60204,Fou Fow Ramen,positive,Great ramen,1
617396,The Fat Dog,positive,I ordered the Buffalo chicken wrap.,1
18800,Burger Fabriek,negative,"Maybe the place was good, but we left after the manager of the place yelled and loudly insulted one of the employees.",0
490902,Tisfris,positive,(Translated by Google) Nice restaurant.,1
152393,Het Karbeel,positive,…,1
523948,Festina Lente,positive,Best and couziest little bar in town.,1
582450,LELY,positive,Marvellous outside big terrace.,1
400895,Joya,positive,(Translated by Google) Shared dining concept in the heart of the city center.,1
287162,Caf√© Lennep,positive,"As I rocked to Cafe Lennep invited by a friend, I immediately liked the place.",1
167586,Eetsalon Van Dobben,positive,"This is a place where you can eat the famous Amsterdam Croquet (van Dobbe), and other delicious sandwiches.",1
695192,De Roode Leeuw,positive,(Translated by Google) Delicious food and nice service that knows how to do it.,1
548405,Rijks,negative,…,0
297697,Cafe Pleinzicht,positive,Great atmosphere.,1
401951,Pasta e Basta,negative,Came here for a date with my girlfriend for her birthday.,0
238644,Leeman D√∂ner,positive,and no it's not run by Egyptians but by Turks …,1
398046,Taco Mundo,negative,Not to mention my 8 year old is starving! I don't recommend anyone to …,0
810146,Ibericus Amsterdam,positive,Nice service.,1
573616,Dope,negative,Very friendly people working there.,0
317998,Oriental City,positive,The dimsum here is nice and authentic.,1
205879,hemelse modder,positive,Wine glasses could be a little nicer.,1
752704,Mr. & Mrs. Watson,positive,"And although the dishes are tasty, they are not very exciting.",1
277945,Tante Roosje,positive,We ate breakfast around the Reimbrandtplein every day on our trip and Cafe Tante Roosje is where we got the best food.,1
657694,Dolphins Coffeeshop,positive,(Translated by Google) A strong place.,1
313980,Caf√© Van Puffelen,negative,(Translated by Google) The restaurant has deteriorated.,0
189473,Genki,negative,never come here again …,0
570217,Pancake House,negative,With a little looking there are better places.,0
760883,ctaste,positive,The darkness is very uncomfortable...,1
213904,Hummus Bistro D&A,positive,Really enjoyed the shakshuka and fresh pita!,1
712829,Cafe Balkon,negative,(Translated by Google) We visited this institution as part of the Holastest.,0
769292,Zaza's,positive,Nice new place,1
810482,Lokaal Loosie,positive,The best fresh mint tea,1
344807,Bakers & Roasters,positive,I found an acai bowl there.,1
602403,Eetcafe Singel 404,positive,"If youre looking for a cozy lunch/cafe, this is the one.",1
486806,Cafe Vrijdag,positive,"(Translated by Google) Cozy place to chat and eat a good snack, good value for money.",1
274425,Hummus House,negative,We were not the only customers standing outside with a reservation - two other couples showed up.,0
50540,Maoz,positive,It's definitely a 100% vegan.,1
362109,Pasta Factory,positive,My dish of pasta will spin down the 4 delicious …,1
794326,Lalibela,positive,You get to know a new culture and eating with your hands is a nice experience.,1
357165,Betsu Bara,positive,Favourite ramen in town,1
544127,Saigon Caphe,positive,"Very authentic food , very friendly staff",1
397266,Bar Tolhuistuin,positive,Gas-free for sure.,1
383977,Breda,positive,(Translated by Google) Good to keep indoors  (Original) Goed binnen te houwe,1
39293,Sarphaat,negative, (Original) …,0
504051,Café de Doelen,positive,Looks like a lot of locals go here.,1
61952,Gollem's Proeflokaal,positive,"If u go with a group and someone has knowledge of dutch, you can have a lot of ironic fun...",1
404979,Paleis van de Weemoed,positive,"An atmospheric ambience, great atmosphere, good food and often performances by local artists, such as at the Red Light Jazz Festival …",1
340765,Batoni Khinkali,positive,"They don't have diet coke or pepsi, just afri cola (why?).",1
403771,Brut de Mer,positive,"Great seafood,  cool atmosphere.",1
343419,Bakers & Roasters,positive,"Tasty, healthy food in the warmest ambiance.",1
117034,Lucca Due,negative,"(Translated by Google) Delicious king prawns, I recommend.",0
302330,Cafe Mamouche,positive,"(Translated by Google) Very good Moroccan restaurant, a menu with something for everyone.",1
371445,Mr Porter,positive,(Translated by Google) Lovely terrace on a beautiful location.,1
81905,Bagels & Beans,negative,"Downside, staff only speaks English.",0
580273,Lot Sixty One Coffee Roasters,positive,Would definitely swing by if I visit Amsterdam again!,1
225999,Latei,positive,…,1
43698,Caf√© Belgique,positive,Tip: I saw many try going upstairs to find a seat; don't bother...,1
121387,Eetcafé 't Gasthuys,positive,"(Translated by Google) A very valid place, too bad he discovered it two days from the start.",1
409690,Dolce & Gelato Bio,negative,"Above all, do not go there.",0
640956,De Balie,positive,"However, the first set of knives was not sharp enough to cut the bread after getting steak knives it was a walk in the Park.",1
337591,De Biertuin,positive,"Nice choice of beer, the better cafe food and really good service! 5 well deserved stars …",1
258585,Hearth,negative,10€ for 6 pieces.,0
473504,Cheesy Cakes,positive,“Hello.,1
747078,VOC Caf√©,negative,Most of you might be wondering why the three stars?,0
374667,Fiko,positive,"Good wine selection, great service.",1
100092,Roosenburgh,positive,I definitely …,1
767467,Geflipt,negative,"Although the burgers are certainly tasty, it didn't make me raved.",0
30713,Baret,positive,…,1
615860,Hinata,positive,But expensive but nice ramen and fun cocktails.,1
520051,Angus Steak House,positive,I had the bolognese spaghetti for my dinner that evening.,1
33740,CAU,negative,"We couldn't chew the steaks, they were like rubber soles...",0
540731,Wok on Fire,positive,The guys were cooking up a storm and there is some seating available if you just want to enjoy your food.,1
7916,Café-Restaurant Dauphine,negative,…,0
91241,Los Pilones,positive,(Translated by Google) Small Mexican restaurant with great food and friendly staff …,1
150811,Ethiopisch restaurant Addis Ababa,positive,"Awesome food, great for sharing.",1
447782,Cafe de Zon,positive,Everywhere else is manic because of the need to feed!,1
694845,Mister Meatball,positive,We were greeted by a very friendly woman who patiently explained the menu and the composition of the dishes.,1
815432,Amstelhoeck,positive,Nice friendly staff.,1
450315,Samba Kitchen,positive,(Translated by Google) First time I ordered from this restaurant and I am very happy with the choice.,1
100650,Roosenburgh,positive,I would recomend her and Rosenberg & Rosenberg for any personal injury needs.,1
807212,Barney's Lounge coffee shop,negative,The owner likes to ventilate his anger to his personel in front of the customers.,0
653358,Taco Mundo,positive,Laid back.,1
124801,Chocolaterie Pompadour,negative,The two …,0
133506,Librije's Zusje Amsterdam,positive,"(Translated by Google) Great food, good reception, sure we will go back.",1
307603,Eetcaf√© 't Pakhuis,positive,And waiter was very good and helpful.,1
339728,Anne&Max,negative,My salmon sandwich tasted fine but nothing really special.,0
814550,Amstelhoeck,positive,The apple pie in a pint is a must for dessert - but leave plenty of room!,1
330684,Grand Café Frankendael,positive,Motivated staff and very nice.,1
400826,Joya,positive,"I may be nitpicking here, but it’s how I experienced it …",1
199758,Pisa IJs,positive,"(Translated by Google) I have had many discussions about Pisa ICE, but in my opinion this is the best ice cream in Amsterdam.",1
304281,Boulevard Cafe,positive,really good brunch menu.,1
511244,Coffee George,positive,Love it!,1
2050,Firma Pekelharing,negative,"Being new to the area, me and my wife wanted to find a nice place to have breakfast/lunch, so we tried this place.",0
316676,Artist,positive,Very good Lebanese.,1
174315,Royalvis & Traiteur,negative,(Translated by Google) Big order made but was not tasty fish was chewy  (Original) …,0
684615,Mangia Pizza,positive,Real Neapolitan pizza and staff! Highly recommended! …,1
700902,Café Carbòn,positive, (Original) …,1
568215,Kuijper,positive,"Set there for couple hours, had great time..",1
152142,Het Karbeel,positive,The food was tasty and the service was excellent.,1
